Hjemmebane,Udebane,Køretid,Afstand
Fredericia Padel Federacion,Match Padel Silkeborg,1.3191111111111113,110.6232
Match Padel Silkeborg,Frejlev Tennis & Padel klub,1.5917500000000002,109.62660000000001
Frejlev Tennis & Padel klub,Match Padel Silkeborg,1.5917500000000002,109.62660000000001
Match Padel Silkeborg,Padelhuset Gilleleje,4.194,367.2058
Padelhuset Gilleleje,Match Padel Silkeborg,4.194,367.2058
Match Padel Silkeborg,Padel Zone Holstebro,0.8988333333333334,80.48039999999999
Padel Zone Holstebro,Match Padel Silkeborg,0.8988333333333334,80.48039999999999
Match Padel Silkeborg,Rocket Padel Viborg - Fabrikvej,0.6594166666666668,39.491
Rocket Padel Viborg - Fabrikvej,Match Padel Silkeborg,0.6594166666666668,39.491
Match Padel Silkeborg,PadelPadel CPH - CUPRA ARENA,3.3054722222222224,302.9555
PadelPadel CPH - CUPRA ARENA,Match Padel Silkeborg,3.3054722222222224,302.9555
Match Padel Silkeborg,Glamsbjerg Padel,1.8589166666666668,149.8971
Glamsbjerg Padel,Match Padel Silkeborg,1.8589166666666668,149.8971
Match Padel Silkeborg,GreenTEC Padel,2.2518333333333334,194.6302
GreenTEC Padel,Match Padel Silkeborg,2.2518333333333334,194.6302
Match Padel Silkeborg,Padel8500,1.3945833333333333,106.6136
Padel8500,Match Padel Silkeborg,1.3945833333333333,106.6136
Match Padel Silkeborg,Hedehusene Tennis og Padel Klub,3.359583333333333,300.811
Hedehusene Tennis og Padel Klub,Match Padel Silkeborg,3.359583333333333,300.811
Match Padel Silkeborg,Himmelev Padel Klub,3.3256111111111113,286.0553
Himmelev Padel Klub,Match Padel Silkeborg,3.3256111111111113,286.0553
Match Padel Silkeborg,Holbæk Padel Klub,3.1350277777777777,266.59009999999995
Holbæk Padel Klub,Match Padel Silkeborg,3.1350277777777777,266.59009999999995
Match Padel Silkeborg,Holstebro Tennis & Padel Klub,0.9335,84.3705
Holstebro Tennis & Padel Klub,Match Padel Silkeborg,0.9335,84.3705
Match Padel Silkeborg,Racket Club Roskilde - Yellowbeard Arena,3.2481388888888887,281.0372
Racket Club Roskilde - Yellowbeard Arena,Match Padel Silkeborg,3.2481388888888887,281.0372
Match Padel Silkeborg,Padelcity - Svendborg,2.1619444444444444,194.58370000000002
Padelcity - Svendborg,Match Padel Silkeborg,2.1619444444444444,194.58370000000002
Match Padel Silkeborg,Hovedstadens Padel Klub,3.3054722222222224,302.9555
Hovedstadens Padel Klub,Match Padel Silkeborg,3.3054722222222224,302.9555
Match Padel Silkeborg,Simons Padel Club,3.8014444444444444,343.0768
Simons Padel Club,Match Padel Silkeborg,3.8014444444444444,343.0768
Match Padel Silkeborg,Hillerød Tennis & Padel Klub,3.825111111111111,341.6986
Hillerød Tennis & Padel Klub,Match Padel Silkeborg,3.825111111111111,341.6986
Match Padel Silkeborg,Match Padel Hobro,1.0676944444444445,62.1308
Match Padel Hobro,Match Padel Silkeborg,1.0676944444444445,62.1308
Match Padel Silkeborg,Jystrup IF Tennis og Padel,2.9510833333333335,263.1557
Jystrup IF Tennis og Padel,Match Padel Silkeborg,2.9510833333333335,263.1557
Match Padel Silkeborg,KIF Padel Club,1.3667222222222222,116.4963
KIF Padel Club,Match Padel Silkeborg,1.3667222222222222,116.4963
Match Padel Silkeborg,Køge Padel Klub,3.097916666666667,278.4415
Køge Padel Klub,Match Padel Silkeborg,3.097916666666667,278.4415
Match Padel Silkeborg,Padel Club Køge,3.0091666666666668,276.9782
Padel Club Køge,Match Padel Silkeborg,3.0091666666666668,276.9782
Match Padel Silkeborg,PADELHALL.DK,0.9675277777777777,58.4407
PADELHALL.DK,Match Padel Silkeborg,0.9675277777777777,58.4407
Match Padel Silkeborg,Racket Club Tårnby,3.4829166666666667,316.2397
Racket Club Tårnby,Match Padel Silkeborg,3.4829166666666667,316.2397
Match Padel Silkeborg,Padelcenter Middelfart,1.301611111111111,111.5126
Padelcenter Middelfart,Match Padel Silkeborg,1.301611111111111,111.5126
Match Padel Silkeborg,Padel Arena - Hedensted,0.8498333333333333,69.57719999999999
Padel Arena - Hedensted,Match Padel Silkeborg,0.8498333333333333,69.57719999999999
Match Padel Silkeborg,Lynge-Broby Idrætsforening,2.7404999999999995,240.09820000000002
Lynge-Broby Idrætsforening,Match Padel Silkeborg,2.7404999999999995,240.09820000000002
Match Padel Silkeborg,LezGo Padel,0.24636111111111111,19.940900000000003
LezGo Padel,Match Padel Silkeborg,0.24636111111111111,19.940900000000003
Match Padel Silkeborg,LETS PADEL,3.82,341.622
LETS PADEL,Match Padel Silkeborg,3.82,341.622
Match Padel Silkeborg,Match Padel Lemvig,1.4316944444444446,115.7734
Match Padel Lemvig,Match Padel Silkeborg,1.4316944444444446,115.7734
Match Padel Silkeborg,Match padel Næstved,3.0098333333333334,253.7551
Match padel Næstved,Match Padel Silkeborg,3.0098333333333334,253.7551
Match Padel Silkeborg,MiMo Padel - Rødby,4.2115,350.2767
MiMo Padel - Rødby,Match Padel Silkeborg,4.2115,350.2767
Match Padel Silkeborg,Mørkøv Padel Klub,3.0455833333333335,259.919
Mørkøv Padel Klub,Match Padel Silkeborg,3.0455833333333335,259.919
Match Padel Silkeborg,Mors Padel,2.2518333333333334,194.6302
Mors Padel,Match Padel Silkeborg,2.2518333333333334,194.6302
Match Padel Silkeborg,Match Padel Kløvermarken,3.5911666666666666,318.4883
Match Padel Kløvermarken,Match Padel Silkeborg,3.5911666666666666,318.4883
Match Padel Silkeborg,Match Padel Studio,3.561472222222222,318.8857
Match Padel Studio,Match Padel Silkeborg,3.561472222222222,318.8857
Match Padel Silkeborg,Nyborg Padelklub,2.03375,184.26870000000002
Nyborg Padelklub,Match Padel Silkeborg,2.03375,184.26870000000002
Match Padel Silkeborg,Match Padel Nykøbing Falster,3.8521111111111113,314.67440000000005
Match Padel Nykøbing Falster,Match Padel Silkeborg,3.8521111111111113,314.67440000000005
Match Padel Silkeborg,ØBG Tennis og Padel,0.11038888888888888,5.7426
ØBG Tennis og Padel,Match Padel Silkeborg,0.11038888888888888,5.7426
Match Padel Silkeborg,Odder Padel Center,0.7894722222222222,57.8421
Odder Padel Center,Match Padel Silkeborg,0.7894722222222222,57.8421
Match Padel Silkeborg,Ølstykke Padel,3.592861111111111,301.2502
Ølstykke Padel,Match Padel Silkeborg,3.592861111111111,301.2502
Match Padel Silkeborg,Match Padel Odense,1.8988333333333334,163.6601
Match Padel Odense,Match Padel Silkeborg,1.8988333333333334,163.6601
Match Padel Silkeborg,Padel Club - Ringsted,2.8374722222222224,255.209
Padel Club - Ringsted,Match Padel Silkeborg,2.8374722222222224,255.209
Match Padel Silkeborg,Padel Club Roskilde,3.1594444444444445,287.6377
Padel Club Roskilde,Match Padel Silkeborg,3.1594444444444445,287.6377
Match Padel Silkeborg,Padel East,3.6743333333333337,302.0672
Padel East,Match Padel Silkeborg,3.6743333333333337,302.0672
Match Padel Silkeborg,Thy Padel,2.01175,125.1304
Thy Padel,Match Padel Silkeborg,2.01175,125.1304
Match Padel Silkeborg,Padel Holstebro,0.93475,82.5662
Padel Holstebro,Match Padel Silkeborg,0.93475,82.5662
Match Padel Silkeborg,Padelland,0.7017500000000001,59.4864
Padelland,Match Padel Silkeborg,0.7017500000000001,59.4864
Match Padel Silkeborg,Padel North,3.718166666666667,337.57079999999996
Padel North,Match Padel Silkeborg,3.718166666666667,337.57079999999996
Match Padel Silkeborg,PadelBoxen,1.8382777777777777,154.30710000000002
PadelBoxen,Match Padel Silkeborg,1.8382777777777777,154.30710000000002
Match Padel Silkeborg,PadelAction Aabenraa,1.813638888888889,163.136
PadelAction Aabenraa,Match Padel Silkeborg,1.813638888888889,163.136
Match Padel Silkeborg,Svendborg Padel Klub,2.2462500000000003,198.02779999999998
Svendborg Padel Klub,Match Padel Silkeborg,2.2462500000000003,198.02779999999998
Match Padel Silkeborg,Pakhus77,0.6380833333333332,46.5153
Pakhus77,Match Padel Silkeborg,0.6380833333333332,46.5153
Match Padel Silkeborg,Padel Skjern,1.1373333333333333,85.97710000000001
Padel Skjern,Match Padel Silkeborg,1.1373333333333333,85.97710000000001
Match Padel Silkeborg,8400 Padel,1.1682222222222223,92.4224
8400 Padel,Match Padel Silkeborg,1.1682222222222223,92.4224
Match Padel Silkeborg,PADELPIT - Karlslunde,3.153138888888889,287.8099
PADELPIT - Karlslunde,Match Padel Silkeborg,3.153138888888889,287.8099
Match Padel Silkeborg,PADELPIT - Roskilde,3.2785,283.8621
PADELPIT - Roskilde,Match Padel Silkeborg,3.2785,283.8621
Match Padel Silkeborg,Padelton Hørning,0.5178055555555555,37.8354
Padelton Hørning,Match Padel Silkeborg,0.5178055555555555,37.8354
Match Padel Silkeborg,Rocket Padel Randers,0.7815555555555556,69.4071
Rocket Padel Randers,Match Padel Silkeborg,0.7815555555555556,69.4071
Match Padel Silkeborg,Nordfyns Padel Center,1.767138888888889,150.16389999999998
Nordfyns Padel Center,Match Padel Silkeborg,1.767138888888889,150.16389999999998
Match Padel Silkeborg,Match Padel Aarhus,0.6146944444444444,52.8663
Match Padel Aarhus,Match Padel Silkeborg,0.6146944444444444,52.8663
Match Padel Silkeborg,Videbæk Tennis og Padel Klub,0.8609166666666667,68.0408
Videbæk Tennis og Padel Klub,Match Padel Silkeborg,0.8609166666666667,68.0408
Match Padel Silkeborg,Xpadel,3.889888888888889,351.624
Xpadel,Match Padel Silkeborg,3.889888888888889,351.624
Match Padel Silkeborg,Vejen Idrætscenter,1.4848611111111112,129.505
Vejen Idrætscenter,Match Padel Silkeborg,1.4848611111111112,129.505
Match Padel Silkeborg,Racket Club Slagelse,2.5594166666666665,225.0551
Racket Club Slagelse,Match Padel Silkeborg,2.5594166666666665,225.0551
Match Padel Silkeborg,Randers Tennis & Padel,0.8284722222222223,75.4903
Randers Tennis & Padel,Match Padel Silkeborg,0.8284722222222223,75.4903
Match Padel Silkeborg,Padel Club Hjørring,2.083416666666667,165.28889999999998
Padel Club Hjørring,Match Padel Silkeborg,2.083416666666667,165.28889999999998
Match Padel Silkeborg,Padel Star,0.5965555555555555,46.395900000000005
Padel Star,Match Padel Silkeborg,0.5965555555555555,46.395900000000005
Match Padel Silkeborg,Skibby padel,3.428138888888889,285.3576
Skibby padel,Match Padel Silkeborg,3.428138888888889,285.3576
Match Padel Silkeborg,Silkeborg Tennis- og Padelklub (STK),0.07583333333333334,3.1715
Silkeborg Tennis- og Padelklub (STK),Match Padel Silkeborg,0.07583333333333334,3.1715
Match Padel Silkeborg,Skagen/Frederikshavn Padel,2.2518333333333334,194.6302
Skagen/Frederikshavn Padel,Match Padel Silkeborg,2.2518333333333334,194.6302
Match Padel Silkeborg,Skagen Padelcenter,2.8756388888888886,220.35320000000002
Skagen Padelcenter,Match Padel Silkeborg,2.8756388888888886,220.35320000000002
Match Padel Silkeborg,PADEL 99,2.3019444444444446,179.77620000000002
PADEL 99,Match Padel Silkeborg,2.3019444444444446,179.77620000000002
Match Padel Silkeborg,Otterup Padel v. Skeby GF,1.9743055555555555,161.63879999999997
Otterup Padel v. Skeby GF,Match Padel Silkeborg,1.9743055555555555,161.63879999999997
Match Padel Silkeborg,SMASH Padelcenter Horsens,0.78375,58.3651
SMASH Padelcenter Horsens,Match Padel Silkeborg,0.78375,58.3651
Match Padel Silkeborg,SMASH Padelcenter Stensballe,0.9154722222222221,62.6261
SMASH Padelcenter Stensballe,Match Padel Silkeborg,0.9154722222222221,62.6261
Match Padel Silkeborg,Struer Energi Park,1.0774166666666667,95.37780000000001
Struer Energi Park,Match Padel Silkeborg,1.0774166666666667,95.37780000000001
Match Padel Silkeborg,Tangsø Outdoor Padel,1.2744166666666665,106.14189999999999
Tangsø Outdoor Padel,Match Padel Silkeborg,1.2744166666666665,106.14189999999999
Match Padel Silkeborg,Tennis Club Odense,1.7710833333333333,154.3646
Tennis Club Odense,Match Padel Silkeborg,1.7710833333333333,154.3646
Match Padel Silkeborg,Agerbæk SF,1.467611111111111,96.4685
Agerbæk SF,Match Padel Silkeborg,1.467611111111111,96.4685
Match Padel Silkeborg,Play Padel Dragør,3.5702777777777777,322.611
Play Padel Dragør,Match Padel Silkeborg,3.5702777777777777,322.611
Match Padel Silkeborg,Match Padel Aalborg,1.5503888888888888,107.5514
Match Padel Aalborg,Match Padel Silkeborg,1.5503888888888888,107.5514
Match Padel Silkeborg,Padel6100,1.6351944444444444,138.5404
Padel6100,Match Padel Silkeborg,1.6351944444444444,138.5404
Match Padel Silkeborg,PadelPadel Odense - Carlsberg Nordic Arena,1.8246944444444442,161.8346
PadelPadel Odense - Carlsberg Nordic Arena,Match Padel Silkeborg,1.8246944444444442,161.8346
Match Padel Silkeborg,PadelWorld Herning,0.5401111111111111,47.117
PadelWorld Herning,Match Padel Silkeborg,0.5401111111111111,47.117
Match Padel Silkeborg,Odense City Padel / Padelklub Odense City,2.2518333333333334,194.6302
Odense City Padel / Padelklub Odense City,Match Padel Silkeborg,2.2518333333333334,194.6302
Match Padel Silkeborg,The Padel Club - Espergærde,3.881333333333333,349.2062
The Padel Club - Espergærde,Match Padel Silkeborg,3.881333333333333,349.2062
Match Padel Silkeborg,Ullerslev Tennis Klub,2.0052222222222222,174.09220000000002
Ullerslev Tennis Klub,Match Padel Silkeborg,2.0052222222222222,174.09220000000002
Match Padel Silkeborg,Tisvilde Tennis og Padel,4.098055555555556,361.0773
Tisvilde Tennis og Padel,Match Padel Silkeborg,4.098055555555556,361.0773
Match Padel Silkeborg,WePadel,0.3650833333333333,32.348099999999995
WePadel,Match Padel Silkeborg,0.3650833333333333,32.348099999999995
Match Padel Silkeborg,Aalborg Padel,1.4235555555555557,101.6135
Aalborg Padel,Match Padel Silkeborg,1.4235555555555557,101.6135
Match Padel Silkeborg,Padel Lounge Odense,1.8313333333333335,153.9761
Padel Lounge Odense,Match Padel Silkeborg,1.8313333333333335,153.9761
Match Padel Silkeborg,Båring GF Padel,1.4234166666666668,122.9355
Båring GF Padel,Match Padel Silkeborg,1.4234166666666668,122.9355
Match Padel Silkeborg,Racket Club Kløver,3.5891666666666664,318.36809999999997
Racket Club Kløver,Match Padel Silkeborg,3.5891666666666664,318.36809999999997
Match Padel Silkeborg,Maradona Memorial Vesterbro,3.4626944444444447,311.4271
Maradona Memorial Vesterbro,Match Padel Silkeborg,3.4626944444444447,311.4271
Match Padel Silkeborg,Bredballe IF,1.0013611111111111,80.5457
Bredballe IF,Match Padel Silkeborg,1.0013611111111111,80.5457
Match Padel Silkeborg,Padel Yard Reffen,3.653833333333333,320.6952
Padel Yard Reffen,Match Padel Silkeborg,3.653833333333333,320.6952
Match Padel Silkeborg,Greve Padel,3.2094444444444443,292.2983
Greve Padel,Match Padel Silkeborg,3.2094444444444443,292.2983
Match Padel Silkeborg,Tuse Padel og Tennis,3.1903611111111108,267.933
Tuse Padel og Tennis,Match Padel Silkeborg,3.1903611111111108,267.933
Match Padel Silkeborg,Dansk Gymnastikforening Flensborg,2.2518333333333334,194.6302
Dansk Gymnastikforening Flensborg,Match Padel Silkeborg,2.2518333333333334,194.6302
Match Padel Silkeborg,Dianalund Padel Klub,2.8505,244.81570000000002
Dianalund Padel Klub,Match Padel Silkeborg,2.8505,244.81570000000002
Match Padel Silkeborg,EGIF Tennis & Padel,1.2421944444444444,106.7237
EGIF Tennis & Padel,Match Padel Silkeborg,1.2421944444444444,106.7237
Match Padel Silkeborg,Sport 92 Padel,0.45738888888888884,40.4852
Sport 92 Padel,Match Padel Silkeborg,0.45738888888888884,40.4852
Match Padel Silkeborg,ViPadel Aarhus,2.2518333333333334,194.6302
ViPadel Aarhus,Match Padel Silkeborg,2.2518333333333334,194.6302
Match Padel Silkeborg,Fredagspadel Ølstykke,3.592861111111111,301.2502
Fredagspadel Ølstykke,Match Padel Silkeborg,3.592861111111111,301.2502
Match Padel Silkeborg,Padel Herlev,3.4501388888888886,313.1486
Padel Herlev,Match Padel Silkeborg,3.4501388888888886,313.1486
Match Padel Silkeborg,Gedved IF Padel,0.7117222222222223,49.304
Gedved IF Padel,Match Padel Silkeborg,0.7117222222222223,49.304
Match Padel Silkeborg,Hammel GF Padel,0.4724166666666667,33.9574
Hammel GF Padel,Match Padel Silkeborg,0.4724166666666667,33.9574
Match Padel Silkeborg,Hammel Tennis & Padel klub,0.4623055555555556,33.7134
Hammel Tennis & Padel klub,Match Padel Silkeborg,0.4623055555555556,33.7134
Match Padel Silkeborg,Hareskov padel,3.4675277777777778,313.9973
Hareskov padel,Match Padel Silkeborg,3.4675277777777778,313.9973
Match Padel Silkeborg,Aars Tennis & Padel,1.4883611111111112,92.908
Aars Tennis & Padel,Match Padel Silkeborg,1.4883611111111112,92.908
Match Padel Silkeborg,HimmerLand,1.4883611111111112,92.908
HimmerLand,Match Padel Silkeborg,1.4883611111111112,92.908
Match Padel Silkeborg,Ishøj Tennis & Padel Klub,3.275277777777778,298.263
Ishøj Tennis & Padel Klub,Match Padel Silkeborg,3.275277777777778,298.263
Match Padel Silkeborg,Jyllinge Tennis & Padel klub,3.5459166666666664,298.5677
Jyllinge Tennis & Padel klub,Match Padel Silkeborg,3.5459166666666664,298.5677
Match Padel Silkeborg,Karlslunde Padel,3.1649722222222225,288.46959999999996
Karlslunde Padel,Match Padel Silkeborg,3.1649722222222225,288.46959999999996
Match Padel Silkeborg,LKB Gistrup,1.606861111111111,114.4116
LKB Gistrup,Match Padel Silkeborg,1.606861111111111,114.4116
Match Padel Silkeborg,Padel Fusion,1.523277777777778,111.31819999999999
Padel Fusion,Match Padel Silkeborg,1.523277777777778,111.31819999999999
Match Padel Silkeborg,Nyborg Padel,2.030777777777778,184.1333
Nyborg Padel,Match Padel Silkeborg,2.030777777777778,184.1333
Match Padel Silkeborg,Nykøbing F. Padelklub,3.8717499999999996,315.4563
Nykøbing F. Padelklub,Match Padel Silkeborg,3.8717499999999996,315.4563
Match Padel Silkeborg,Østhimmerlands Padel,1.6639444444444442,119.6556
Østhimmerlands Padel,Match Padel Silkeborg,1.6639444444444442,119.6556
Match Padel Silkeborg,Padel Forening Thy,2.01175,125.1304
Padel Forening Thy,Match Padel Silkeborg,2.01175,125.1304
Match Padel Silkeborg,Padel Danmark - Herlev,3.5910277777777777,324.0699
Padel Danmark - Herlev,Match Padel Silkeborg,3.5910277777777777,324.0699
Match Padel Silkeborg,Padel Nakskov,4.389694444444444,356.76309999999995
Padel Nakskov,Match Padel Silkeborg,4.389694444444444,356.76309999999995
Match Padel Silkeborg,Padelhuset - Helsinge,3.9912777777777775,355.0926
Padelhuset - Helsinge,Match Padel Silkeborg,3.9912777777777775,355.0926
Match Padel Silkeborg,Padel Club Sjælland,3.1594444444444445,287.6377
Padel Club Sjælland,Match Padel Silkeborg,3.1594444444444445,287.6377
Match Padel Silkeborg,ProPadel Denmark,2.2518333333333334,194.6302
ProPadel Denmark,Match Padel Silkeborg,2.2518333333333334,194.6302
Match Padel Silkeborg,Roskilde Padelklub,3.2871388888888893,282.3495
Roskilde Padelklub,Match Padel Silkeborg,3.2871388888888893,282.3495
Match Padel Silkeborg,Silkeborg Tennis- og Padelklub,0.07583333333333334,3.1715
Silkeborg Tennis- og Padelklub,Match Padel Silkeborg,0.07583333333333334,3.1715
Match Padel Silkeborg,Skansen Padel,1.6069444444444445,117.72619999999999
Skansen Padel,Match Padel Silkeborg,1.6069444444444445,117.72619999999999
Match Padel Silkeborg,Staby Efterskole Padel,1.2872222222222223,98.40060000000001
Staby Efterskole Padel,Match Padel Silkeborg,1.2872222222222223,98.40060000000001
Match Padel Silkeborg,Padel4Alle,3.0677777777777777,279.5856
Padel4Alle,Match Padel Silkeborg,3.0677777777777777,279.5856
Match Padel Silkeborg,Uni10,2.2518333333333334,194.6302
Uni10,Match Padel Silkeborg,2.2518333333333334,194.6302
Match Padel Silkeborg,Tarup-Paarup Idrætsforening,1.7213611111111111,149.6075
Tarup-Paarup Idrætsforening,Match Padel Silkeborg,1.7213611111111111,149.6075
Match Padel Silkeborg,Vallensbæk Tennis og Padel klub,2.2518333333333334,194.6302
Vallensbæk Tennis og Padel klub,Match Padel Silkeborg,2.2518333333333334,194.6302
Match Padel Silkeborg,Vordingborg Padelklub,3.5164722222222218,282.53790000000004
Vordingborg Padelklub,Match Padel Silkeborg,3.5164722222222218,282.53790000000004
Match Padel Silkeborg,ViPadel - Slagelse,2.2518333333333334,194.6302
ViPadel - Slagelse,Match Padel Silkeborg,2.2518333333333334,194.6302
Match Padel Silkeborg,X-padel,3.889888888888889,351.624
X-padel,Match Padel Silkeborg,3.889888888888889,351.624
Match Padel Silkeborg,HYPE Padel Club,2.2518333333333334,194.6302
HYPE Padel Club,Match Padel Silkeborg,2.2518333333333334,194.6302
Match Padel Silkeborg,Rødvig G & I Padel,3.5691944444444443,304.6431
Rødvig G & I Padel,Match Padel Silkeborg,3.5691944444444443,304.6431
Match Padel Silkeborg,Odder Padel Klub,0.7894722222222222,57.8421
Odder Padel Klub,Match Padel Silkeborg,0.7894722222222222,57.8421
Match Padel Silkeborg,Vivild Gymnastik- og Idrætsefterskole,1.0813055555555555,90.6022
Vivild Gymnastik- og Idrætsefterskole,Match Padel Silkeborg,1.0813055555555555,90.6022
Match Padel Silkeborg,Match Padel Silkeborg syd,0.24708333333333332,11.3704
Match Padel Silkeborg syd,Match Padel Silkeborg,0.24708333333333332,11.3704
Match Padel Silkeborg,Aarup Padel,1.5943333333333336,136.1653
Aarup Padel,Match Padel Silkeborg,1.5943333333333336,136.1653
Match Padel Silkeborg,Gundsølille SG&IF,3.4392222222222224,292.38779999999997
Gundsølille SG&IF,Match Padel Silkeborg,3.4392222222222224,292.38779999999997
Padel Court Esbjerg,Padel Court Esbjerg,0.0,0.0
Padel Court Esbjerg,Padel Court Esbjerg,0.0,0.0
Padel Court Esbjerg,Faaborg Padelklub,2.0625,169.17479999999998
Faaborg Padelklub,Padel Court Esbjerg,2.0625,169.17479999999998
Padel Court Esbjerg,Odense Eventyr Padel Center,1.5331666666666666,137.04379999999998
Odense Eventyr Padel Center,Padel Court Esbjerg,1.5331666666666666,137.04379999999998
Padel Court Esbjerg,Flow Padel Galten,1.7572777777777777,157.721
Flow Padel Galten,Padel Court Esbjerg,1.7572777777777777,157.721
Padel Court Esbjerg,Tåsinge Tennis og Padel Klub,1.9341388888888889,178.5551
Tåsinge Tennis og Padel Klub,Padel Court Esbjerg,1.9341388888888889,178.5551
Padel Court Esbjerg,Fredericia Padel Federacion,1.0948888888888888,93.7598
Fredericia Padel Federacion,Padel Court Esbjerg,1.0948888888888888,93.7598
Padel Court Esbjerg,Frejlev Tennis & Padel klub,2.919138888888889,272.7346
Frejlev Tennis & Padel klub,Padel Court Esbjerg,2.919138888888889,272.7346
Padel Court Esbjerg,Padelhuset Gilleleje,3.969777777777778,350.3425
Padelhuset Gilleleje,Padel Court Esbjerg,3.969777777777778,350.3425
Padel Court Esbjerg,Padel Zone Holstebro,1.7943333333333336,107.57939999999999
Padel Zone Holstebro,Padel Court Esbjerg,1.7943333333333336,107.57939999999999
Padel Court Esbjerg,Rocket Padel Viborg - Fabrikvej,2.3066666666666666,148.5166
Rocket Padel Viborg - Fabrikvej,Padel Court Esbjerg,2.3066666666666666,148.5166
Padel Court Esbjerg,PadelPadel CPH - CUPRA ARENA,3.08125,286.09209999999996
PadelPadel CPH - CUPRA ARENA,Padel Court Esbjerg,3.08125,286.09209999999996
Padel Court Esbjerg,Glamsbjerg Padel,1.6346944444444444,133.03379999999999
Glamsbjerg Padel,Padel Court Esbjerg,1.6346944444444444,133.03379999999999
Padel Court Esbjerg,GreenTEC Padel,1.7736111111111112,155.5866
GreenTEC Padel,Padel Court Esbjerg,1.7736111111111112,155.5866
Padel Court Esbjerg,Padel8500,2.6956111111111114,231.37779999999998
Padel8500,Padel Court Esbjerg,2.6956111111111114,231.37779999999998
Padel Court Esbjerg,Hedehusene Tennis og Padel Klub,3.1353611111111106,283.94759999999997
Hedehusene Tennis og Padel Klub,Padel Court Esbjerg,3.1353611111111106,283.94759999999997
Padel Court Esbjerg,Himmelev Padel Klub,3.101388888888889,269.19190000000003
Himmelev Padel Klub,Padel Court Esbjerg,3.101388888888889,269.19190000000003
Padel Court Esbjerg,Holbæk Padel Klub,2.9108055555555556,249.72670000000002
Holbæk Padel Klub,Padel Court Esbjerg,2.9108055555555556,249.72670000000002
Padel Court Esbjerg,Holstebro Tennis & Padel Klub,1.790888888888889,107.36439999999999
Holstebro Tennis & Padel Klub,Padel Court Esbjerg,1.790888888888889,107.36439999999999
Padel Court Esbjerg,Racket Club Roskilde - Yellowbeard Arena,3.0239166666666666,264.1739
Racket Club Roskilde - Yellowbeard Arena,Padel Court Esbjerg,3.0239166666666666,264.1739
Padel Court Esbjerg,Padelcity - Svendborg,1.9377222222222223,177.72039999999998
Padelcity - Svendborg,Padel Court Esbjerg,1.9377222222222223,177.72039999999998
Padel Court Esbjerg,Hovedstadens Padel Klub,3.08125,286.09209999999996
Hovedstadens Padel Klub,Padel Court Esbjerg,3.08125,286.09209999999996
Padel Court Esbjerg,Simons Padel Club,3.5772222222222223,326.2135
Simons Padel Club,Padel Court Esbjerg,3.5772222222222223,326.2135
Padel Court Esbjerg,Hillerød Tennis & Padel Klub,3.600888888888889,324.83529999999996
Hillerød Tennis & Padel Klub,Padel Court Esbjerg,3.600888888888889,324.83529999999996
Padel Court Esbjerg,Match Padel Hobro,2.385861111111111,222.53539999999998
Match Padel Hobro,Padel Court Esbjerg,2.385861111111111,222.53539999999998
Padel Court Esbjerg,Jystrup IF Tennis og Padel,2.7268611111111114,246.29229999999998
Jystrup IF Tennis og Padel,Padel Court Esbjerg,2.7268611111111114,246.29229999999998
Padel Court Esbjerg,KIF Padel Club,0.8885,77.4527
KIF Padel Club,Padel Court Esbjerg,0.8885,77.4527
Padel Court Esbjerg,Køge Padel Klub,2.8736944444444443,261.5781
Køge Padel Klub,Padel Court Esbjerg,2.8736944444444443,261.5781
Padel Court Esbjerg,Padel Club Køge,2.7849444444444442,260.1148
Padel Club Køge,Padel Court Esbjerg,2.7849444444444442,260.1148
Padel Court Esbjerg,PADELHALL.DK,2.2444722222222224,137.7671
PADELHALL.DK,Padel Court Esbjerg,2.2444722222222224,137.7671
Padel Court Esbjerg,Racket Club Tårnby,3.258694444444444,299.3763
Racket Club Tårnby,Padel Court Esbjerg,3.258694444444444,299.3763
Padel Court Esbjerg,Padelcenter Middelfart,1.077388888888889,94.6492
Padelcenter Middelfart,Padel Court Esbjerg,1.077388888888889,94.6492
Padel Court Esbjerg,Padel Arena - Hedensted,1.206138888888889,109.113
Padel Arena - Hedensted,Padel Court Esbjerg,1.206138888888889,109.113
Padel Court Esbjerg,Lynge-Broby Idrætsforening,2.516277777777778,223.23479999999998
Lynge-Broby Idrætsforening,Padel Court Esbjerg,2.516277777777778,223.23479999999998
Padel Court Esbjerg,LezGo Padel,1.8140555555555555,159.7243
LezGo Padel,Padel Court Esbjerg,1.8140555555555555,159.7243
Padel Court Esbjerg,LETS PADEL,3.5957777777777773,324.7586
LETS PADEL,Padel Court Esbjerg,3.5957777777777773,324.7586
Padel Court Esbjerg,Match Padel Lemvig,2.188083333333333,130.884
Match Padel Lemvig,Padel Court Esbjerg,2.188083333333333,130.884
Padel Court Esbjerg,Match padel Næstved,2.7856111111111113,236.89170000000001
Match padel Næstved,Padel Court Esbjerg,2.7856111111111113,236.89170000000001
Padel Court Esbjerg,MiMo Padel - Rødby,3.987277777777778,333.4133
MiMo Padel - Rødby,Padel Court Esbjerg,3.987277777777778,333.4133
Padel Court Esbjerg,Mørkøv Padel Klub,2.821361111111111,243.0556
Mørkøv Padel Klub,Padel Court Esbjerg,2.821361111111111,243.0556
Padel Court Esbjerg,Mors Padel,1.7736111111111112,155.5866
