Hjemmebane,Udebane,Køretid,Afstand
Nyborg Padel,Bjerringbro Padel,2.434472222222222,200.2798
Bjerringbro Padel,Nykøbing F. Padelklub,4.275444444444445,331.6028
Nykøbing F. Padelklub,Bjerringbro Padel,4.275444444444445,331.6028
Bjerringbro Padel,Østhimmerlands Padel,1.265861111111111,69.7046
Østhimmerlands Padel,Bjerringbro Padel,1.265861111111111,69.7046
Bjerringbro Padel,Padel Forening Thy,1.8006666666666666,112.9317
Padel Forening Thy,Bjerringbro Padel,1.8006666666666666,112.9317
Bjerringbro Padel,Padel Danmark - Herlev,3.9947222222222223,340.2164
Padel Danmark - Herlev,Bjerringbro Padel,3.9947222222222223,340.2164
Bjerringbro Padel,Padel Nakskov,4.793388888888889,372.9096
Padel Nakskov,Bjerringbro Padel,4.793388888888889,372.9096
Bjerringbro Padel,Padelhuset - Helsinge,4.394972222222222,371.2391
Padelhuset - Helsinge,Bjerringbro Padel,4.394972222222222,371.2391
Bjerringbro Padel,Padel Club Sjælland,3.5631388888888886,303.7842
Padel Club Sjælland,Bjerringbro Padel,3.5631388888888886,303.7842
Bjerringbro Padel,Roskilde Padelklub,3.690833333333333,298.496
Roskilde Padelklub,Bjerringbro Padel,3.690833333333333,298.496
Bjerringbro Padel,Silkeborg Tennis- og Padelklub,0.5451111111111112,28.3676
Silkeborg Tennis- og Padelklub,Bjerringbro Padel,0.5451111111111112,28.3676
Bjerringbro Padel,Skansen Padel,1.2040277777777777,92.7212
Skansen Padel,Bjerringbro Padel,1.2040277777777777,92.7212
Bjerringbro Padel,Staby Efterskole Padel,1.602861111111111,97.474
Staby Efterskole Padel,Bjerringbro Padel,1.602861111111111,97.474
Bjerringbro Padel,Padel4Alle,3.4714722222222223,295.7321
Padel4Alle,Bjerringbro Padel,3.4714722222222223,295.7321
Bjerringbro Padel,Tarup-Paarup Idrætsforening,2.1250555555555555,165.754
Tarup-Paarup Idrætsforening,Bjerringbro Padel,2.1250555555555555,165.754
Bjerringbro Padel,Vordingborg Padelklub,3.920166666666667,298.68440000000004
Vordingborg Padelklub,Bjerringbro Padel,3.920166666666667,298.68440000000004
Bjerringbro Padel,X-padel,4.293583333333333,367.7705
X-padel,Bjerringbro Padel,4.293583333333333,367.7705
Bjerringbro Padel,Rødvig G & I Padel,3.972888888888889,320.78959999999995
Rødvig G & I Padel,Bjerringbro Padel,3.972888888888889,320.78959999999995
Bjerringbro Padel,Odder Padel Klub,1.1993055555555554,74.0797
Odder Padel Klub,Bjerringbro Padel,1.1993055555555554,74.0797
Bjerringbro Padel,Vivild Gymnastik- og Idrætsefterskole,0.9491944444444445,55.7289
Vivild Gymnastik- og Idrætsefterskole,Bjerringbro Padel,0.9491944444444445,55.7289
Bjerringbro Padel,Match Padel Silkeborg syd,0.7536666666666666,38.2626
Match Padel Silkeborg syd,Bjerringbro Padel,0.7536666666666666,38.2626
Bjerringbro Padel,Aarup Padel,1.9980277777777773,152.31179999999998
Aarup Padel,Bjerringbro Padel,1.9980277777777773,152.31179999999998
Bjerringbro Padel,Gundsølille SG&IF,3.8429166666666665,308.5343
Gundsølille SG&IF,Bjerringbro Padel,3.8429166666666665,308.5343
Racket Club Taastrup - Arla Protein Stadion,Racket Club Taastrup - Arla Protein Stadion,0.0,0.0
Racket Club Taastrup - Arla Protein Stadion,Racket Club Taastrup - Arla Protein Stadion,0.0,0.0
Racket Club Taastrup - Arla Protein Stadion,Padel Lounge Aalborg,4.166027777777778,401.682
Padel Lounge Aalborg,Racket Club Taastrup - Arla Protein Stadion,4.166027777777778,401.682
Racket Club Taastrup - Arla Protein Stadion,Padel4life,1.681222222222222,149.50320000000002
Padel4life,Racket Club Taastrup - Arla Protein Stadion,1.681222222222222,149.50320000000002
Racket Club Taastrup - Arla Protein Stadion,Padel Yard Jernbanebyen,0.4035833333333333,21.957
Padel Yard Jernbanebyen,Racket Club Taastrup - Arla Protein Stadion,0.4035833333333333,21.957
Racket Club Taastrup - Arla Protein Stadion,Vejle Padelcenter,2.449361111111111,227.8427
Vejle Padelcenter,Racket Club Taastrup - Arla Protein Stadion,2.449361111111111,227.8427
Racket Club Taastrup - Arla Protein Stadion,Rocket Padel Viborg - Overlund,3.800361111111111,317.4499
Rocket Padel Viborg - Overlund,Racket Club Taastrup - Arla Protein Stadion,3.800361111111111,317.4499
Racket Club Taastrup - Arla Protein Stadion,PadelWorld Ikast,3.173888888888889,303.7887
PadelWorld Ikast,Racket Club Taastrup - Arla Protein Stadion,3.173888888888889,303.7887
Racket Club Taastrup - Arla Protein Stadion,Gladsaxe Padel Klub,0.3334444444444445,22.6293
Gladsaxe Padel Klub,Racket Club Taastrup - Arla Protein Stadion,0.3334444444444445,22.6293
Racket Club Taastrup - Arla Protein Stadion,Padelfun4all,1.0635,77.93260000000001
Padelfun4all,Racket Club Taastrup - Arla Protein Stadion,1.0635,77.93260000000001
Racket Club Taastrup - Arla Protein Stadion,Match Padel Silkeborg,3.306194444444444,293.5981
Match Padel Silkeborg,Racket Club Taastrup - Arla Protein Stadion,3.306194444444444,293.5981
Racket Club Taastrup - Arla Protein Stadion,Padel Court Esbjerg,3.0840277777777776,286.5651
Padel Court Esbjerg,Racket Club Taastrup - Arla Protein Stadion,3.0840277777777776,286.5651
Racket Club Taastrup - Arla Protein Stadion,Faaborg Padelklub,2.1400277777777776,180.7546
Faaborg Padelklub,Racket Club Taastrup - Arla Protein Stadion,2.1400277777777776,180.7546
Racket Club Taastrup - Arla Protein Stadion,Odense Eventyr Padel Center,1.7325000000000002,156.1763
Odense Eventyr Padel Center,Racket Club Taastrup - Arla Protein Stadion,1.7325000000000002,156.1763
Racket Club Taastrup - Arla Protein Stadion,Flow Padel Galten,3.0726388888888887,284.9768
Flow Padel Galten,Racket Club Taastrup - Arla Protein Stadion,3.0726388888888887,284.9768
Racket Club Taastrup - Arla Protein Stadion,Tåsinge Tennis og Padel Klub,1.9992222222222225,167.69
Tåsinge Tennis og Padel Klub,Racket Club Taastrup - Arla Protein Stadion,1.9992222222222225,167.69
Racket Club Taastrup - Arla Protein Stadion,Fredericia Padel Federacion,2.210138888888889,203.6932
Fredericia Padel Federacion,Racket Club Taastrup - Arla Protein Stadion,2.210138888888889,203.6932
Racket Club Taastrup - Arla Protein Stadion,Frejlev Tennis & Padel klub,4.234500000000001,399.9904
Frejlev Tennis & Padel klub,Racket Club Taastrup - Arla Protein Stadion,4.234500000000001,399.9904
Racket Club Taastrup - Arla Protein Stadion,Padelhuset Gilleleje,1.0216388888888888,68.80980000000001
Padelhuset Gilleleje,Racket Club Taastrup - Arla Protein Stadion,1.0216388888888888,68.80980000000001
Racket Club Taastrup - Arla Protein Stadion,Padel Zone Holstebro,3.532777777777778,333.4082
Padel Zone Holstebro,Racket Club Taastrup - Arla Protein Stadion,3.532777777777778,333.4082
Racket Club Taastrup - Arla Protein Stadion,Rocket Padel Viborg - Fabrikvej,3.759055555555556,315.8236
Rocket Padel Viborg - Fabrikvej,Racket Club Taastrup - Arla Protein Stadion,3.759055555555556,315.8236
Racket Club Taastrup - Arla Protein Stadion,PadelPadel CPH - CUPRA ARENA,0.1962222222222222,12.3582
PadelPadel CPH - CUPRA ARENA,Racket Club Taastrup - Arla Protein Stadion,0.1962222222222222,12.3582
Racket Club Taastrup - Arla Protein Stadion,Glamsbjerg Padel,2.0209722222222224,173.7449
Glamsbjerg Padel,Racket Club Taastrup - Arla Protein Stadion,2.0209722222222224,173.7449
Racket Club Taastrup - Arla Protein Stadion,Padel8500,4.010972222222223,358.6336
Padel8500,Racket Club Taastrup - Arla Protein Stadion,4.010972222222223,358.6336
Racket Club Taastrup - Arla Protein Stadion,Hedehusene Tennis og Padel Klub,0.0614722222222222,3.0904000000000003
Hedehusene Tennis og Padel Klub,Racket Club Taastrup - Arla Protein Stadion,0.0614722222222222,3.0904000000000003
Racket Club Taastrup - Arla Protein Stadion,Himmelev Padel Klub,0.1883611111111111,10.2126
Himmelev Padel Klub,Racket Club Taastrup - Arla Protein Stadion,0.1883611111111111,10.2126
Racket Club Taastrup - Arla Protein Stadion,Holbæk Padel Klub,0.5058888888888889,41.902
Holbæk Padel Klub,Racket Club Taastrup - Arla Protein Stadion,0.5058888888888889,41.902
Racket Club Taastrup - Arla Protein Stadion,Holstebro Tennis & Padel Klub,3.5674444444444444,337.2982
Holstebro Tennis & Padel Klub,Racket Club Taastrup - Arla Protein Stadion,3.5674444444444444,337.2982
Racket Club Taastrup - Arla Protein Stadion,Racket Club Roskilde - Yellowbeard Arena,0.1841666666666666,12.3569
Racket Club Roskilde - Yellowbeard Arena,Racket Club Taastrup - Arla Protein Stadion,0.1841666666666666,12.3569
Racket Club Taastrup - Arla Protein Stadion,Padelcity - Svendborg,1.943888888888889,154.2091
Padelcity - Svendborg,Racket Club Taastrup - Arla Protein Stadion,1.943888888888889,154.2091
Racket Club Taastrup - Arla Protein Stadion,Hovedstadens Padel Klub,0.1962222222222222,12.3582
Hovedstadens Padel Klub,Racket Club Taastrup - Arla Protein Stadion,0.1962222222222222,12.3582
Racket Club Taastrup - Arla Protein Stadion,Simons Padel Club,0.6387777777777778,49.0686
Simons Padel Club,Racket Club Taastrup - Arla Protein Stadion,0.6387777777777778,49.0686
Racket Club Taastrup - Arla Protein Stadion,Hillerød Tennis & Padel Klub,0.6527499999999999,43.3026
Hillerød Tennis & Padel Klub,Racket Club Taastrup - Arla Protein Stadion,0.6527499999999999,43.3026
Racket Club Taastrup - Arla Protein Stadion,Match Padel Hobro,3.701222222222222,349.7912
Match Padel Hobro,Racket Club Taastrup - Arla Protein Stadion,3.701222222222222,349.7912
Racket Club Taastrup - Arla Protein Stadion,Jystrup IF Tennis og Padel,0.5591388888888889,32.9274
Jystrup IF Tennis og Padel,Racket Club Taastrup - Arla Protein Stadion,0.5591388888888889,32.9274
Racket Club Taastrup - Arla Protein Stadion,KIF Padel Club,2.458583333333333,227.0208
KIF Padel Club,Racket Club Taastrup - Arla Protein Stadion,2.458583333333333,227.0208
Racket Club Taastrup - Arla Protein Stadion,Køge Padel Klub,0.5101111111111112,34.1411
Køge Padel Klub,Racket Club Taastrup - Arla Protein Stadion,0.5101111111111112,34.1411
Racket Club Taastrup - Arla Protein Stadion,Padel Club Køge,0.3650555555555555,28.0566
Padel Club Køge,Racket Club Taastrup - Arla Protein Stadion,0.3650555555555555,28.0566
Racket Club Taastrup - Arla Protein Stadion,PADELHALL.DK,3.816638888888889,342.6926
PADELHALL.DK,Racket Club Taastrup - Arla Protein Stadion,3.816638888888889,342.6926
Racket Club Taastrup - Arla Protein Stadion,Racket Club Tårnby,0.4073055555555555,28.2201
Racket Club Tårnby,Racket Club Taastrup - Arla Protein Stadion,0.4073055555555555,28.2201
Racket Club Taastrup - Arla Protein Stadion,Padelcenter Middelfart,2.0961666666666665,194.481
Padelcenter Middelfart,Racket Club Taastrup - Arla Protein Stadion,2.0961666666666665,194.481
Racket Club Taastrup - Arla Protein Stadion,Padel Arena - Hedensted,2.5215,236.3688
Padel Arena - Hedensted,Racket Club Taastrup - Arla Protein Stadion,2.5215,236.3688
Racket Club Taastrup - Arla Protein Stadion,Lynge-Broby Idrætsforening,0.9076111111111111,74.0095
Lynge-Broby Idrætsforening,Racket Club Taastrup - Arla Protein Stadion,0.9076111111111111,74.0095
Racket Club Taastrup - Arla Protein Stadion,LezGo Padel,3.1294166666666663,286.9801
LezGo Padel,Racket Club Taastrup - Arla Protein Stadion,3.1294166666666663,286.9801
Racket Club Taastrup - Arla Protein Stadion,LETS PADEL,0.6476388888888889,43.226
LETS PADEL,Racket Club Taastrup - Arla Protein Stadion,0.6476388888888889,43.226
Racket Club Taastrup - Arla Protein Stadion,Match Padel Lemvig,4.065638888888889,368.7011
Match Padel Lemvig,Racket Club Taastrup - Arla Protein Stadion,4.065638888888889,368.7011
Racket Club Taastrup - Arla Protein Stadion,Match padel Næstved,1.0160555555555555,75.2848
Match padel Næstved,Racket Club Taastrup - Arla Protein Stadion,1.0160555555555555,75.2848
Racket Club Taastrup - Arla Protein Stadion,MiMo Padel - Rødby,1.6811944444444444,151.978
MiMo Padel - Rødby,Racket Club Taastrup - Arla Protein Stadion,1.6811944444444444,151.978
Racket Club Taastrup - Arla Protein Stadion,Mørkøv Padel Klub,0.6418333333333333,51.7681
Mørkøv Padel Klub,Racket Club Taastrup - Arla Protein Stadion,0.6418333333333333,51.7681
Racket Club Taastrup - Arla Protein Stadion,Match Padel Kløvermarken,0.5128055555555555,26.4361
Match Padel Kløvermarken,Racket Club Taastrup - Arla Protein Stadion,0.5128055555555555,26.4361
Racket Club Taastrup - Arla Protein Stadion,Match Padel Studio,0.4858611111111111,30.8661
Match Padel Studio,Racket Club Taastrup - Arla Protein Stadion,0.4858611111111111,30.8661
Racket Club Taastrup - Arla Protein Stadion,Nyborg Padelklub,1.3200277777777778,120.5368
Nyborg Padelklub,Racket Club Taastrup - Arla Protein Stadion,1.3200277777777778,120.5368
Racket Club Taastrup - Arla Protein Stadion,Match Padel Nykøbing Falster,1.3218055555555557,116.3757
Match Padel Nykøbing Falster,Racket Club Taastrup - Arla Protein Stadion,1.3218055555555557,116.3757
Racket Club Taastrup - Arla Protein Stadion,ØBG Tennis og Padel,3.3081111111111112,292.43890000000005
ØBG Tennis og Padel,Racket Club Taastrup - Arla Protein Stadion,3.3081111111111112,292.43890000000005
Racket Club Taastrup - Arla Protein Stadion,Odder Padel Center,3.171305555555556,280.0054
Odder Padel Center,Racket Club Taastrup - Arla Protein Stadion,3.171305555555556,280.0054
Racket Club Taastrup - Arla Protein Stadion,Ølstykke Padel,0.4251666666666666,20.0461
Ølstykke Padel,Racket Club Taastrup - Arla Protein Stadion,0.4251666666666666,20.0461
Racket Club Taastrup - Arla Protein Stadion,Match Padel Odense,1.7144166666666665,150.8491
Match Padel Odense,Racket Club Taastrup - Arla Protein Stadion,1.7144166666666665,150.8491
Racket Club Taastrup - Arla Protein Stadion,Padel Club - Ringsted,0.6763611111111112,55.1895
Padel Club - Ringsted,Racket Club Taastrup - Arla Protein Stadion,0.6763611111111112,55.1895
Racket Club Taastrup - Arla Protein Stadion,Padel Club Roskilde,0.3133333333333333,19.7941
Padel Club Roskilde,Racket Club Taastrup - Arla Protein Stadion,0.3133333333333333,19.7941
Racket Club Taastrup - Arla Protein Stadion,Padel East,0.5241666666666667,26.4082
Padel East,Racket Club Taastrup - Arla Protein Stadion,0.5241666666666667,26.4082
Racket Club Taastrup - Arla Protein Stadion,Thy Padel,4.805972222222223,408.4416
Thy Padel,Racket Club Taastrup - Arla Protein Stadion,4.805972222222223,408.4416
Racket Club Taastrup - Arla Protein Stadion,Padel Holstebro,3.568694444444444,335.4939
Padel Holstebro,Racket Club Taastrup - Arla Protein Stadion,3.568694444444444,335.4939
Racket Club Taastrup - Arla Protein Stadion,Padelland,3.3181388888888885,311.50640000000004
Padelland,Racket Club Taastrup - Arla Protein Stadion,3.3181388888888885,311.50640000000004
Racket Club Taastrup - Arla Protein Stadion,Padel North,0.5555,43.5626
Padel North,Racket Club Taastrup - Arla Protein Stadion,0.5555,43.5626
Racket Club Taastrup - Arla Protein Stadion,PadelBoxen,1.778722222222222,153.3635
PadelBoxen,Racket Club Taastrup - Arla Protein Stadion,1.778722222222222,153.3635
Racket Club Taastrup - Arla Protein Stadion,PadelAction Aabenraa,2.9054999999999995,273.6606
PadelAction Aabenraa,Racket Club Taastrup - Arla Protein Stadion,2.9054999999999995,273.6606
Racket Club Taastrup - Arla Protein Stadion,Svendborg Padel Klub,2.087111111111111,170.2993
Svendborg Padel Klub,Racket Club Taastrup - Arla Protein Stadion,2.087111111111111,170.2993
Racket Club Taastrup - Arla Protein Stadion,Pakhus77,3.166888888888889,294.236
Pakhus77,Racket Club Taastrup - Arla Protein Stadion,3.166888888888889,294.236
Racket Club Taastrup - Arla Protein Stadion,Padel Skjern,3.518222222222222,316.0699
Padel Skjern,Racket Club Taastrup - Arla Protein Stadion,3.518222222222222,316.0699
Racket Club Taastrup - Arla Protein Stadion,8400 Padel,3.784611111111112,344.4424
8400 Padel,Racket Club Taastrup - Arla Protein Stadion,3.784611111111112,344.4424
Racket Club Taastrup - Arla Protein Stadion,PADELPIT - Karlslunde,0.2509722222222222,12.3373
PADELPIT - Karlslunde,Racket Club Taastrup - Arla Protein Stadion,0.2509722222222222,12.3373
Racket Club Taastrup - Arla Protein Stadion,PADELPIT - Roskilde,0.1468611111111111,9.0565
PADELPIT - Roskilde,Racket Club Taastrup - Arla Protein Stadion,0.1468611111111111,9.0565
Racket Club Taastrup - Arla Protein Stadion,Padelton Hørning,2.963805555555556,278.4415
Padelton Hørning,Racket Club Taastrup - Arla Protein Stadion,2.963805555555556,278.4415
Racket Club Taastrup - Arla Protein Stadion,Rocket Padel Randers,3.397944444444444,321.4271
Rocket Padel Randers,Racket Club Taastrup - Arla Protein Stadion,3.397944444444444,321.4271
Racket Club Taastrup - Arla Protein Stadion,Nordfyns Padel Center,2.0216944444444445,178.522
Nordfyns Padel Center,Racket Club Taastrup - Arla Protein Stadion,2.0216944444444445,178.522
Racket Club Taastrup - Arla Protein Stadion,Match Padel Aarhus,3.231083333333333,304.8863
Match Padel Aarhus,Racket Club Taastrup - Arla Protein Stadion,3.231083333333333,304.8863
Racket Club Taastrup - Arla Protein Stadion,Videbæk Tennis og Padel Klub,3.447555555555556,309.13640000000004
Videbæk Tennis og Padel Klub,Racket Club Taastrup - Arla Protein Stadion,3.447555555555556,309.13640000000004
Racket Club Taastrup - Arla Protein Stadion,Xpadel,0.7272222222222222,57.6158
Xpadel,Racket Club Taastrup - Arla Protein Stadion,0.7272222222222222,57.6158
Racket Club Taastrup - Arla Protein Stadion,Vejen Idrætscenter,2.5767222222222226,240.0296
Vejen Idrætscenter,Racket Club Taastrup - Arla Protein Stadion,2.5767222222222226,240.0296
Racket Club Taastrup - Arla Protein Stadion,Racket Club Slagelse,0.9664444444444444,83.1214
Racket Club Slagelse,Racket Club Taastrup - Arla Protein Stadion,0.9664444444444444,83.1214
Racket Club Taastrup - Arla Protein Stadion,Randers Tennis & Padel,3.444861111111111,327.5102
Randers Tennis & Padel,Racket Club Taastrup - Arla Protein Stadion,3.444861111111111,327.5102
Racket Club Taastrup - Arla Protein Stadion,Padel Club Hjørring,4.726166666666667,455.6528
Padel Club Hjørring,Racket Club Taastrup - Arla Protein Stadion,4.726166666666667,455.6528
Racket Club Taastrup - Arla Protein Stadion,Padel Star,3.0929444444444445,289.2565
Padel Star,Racket Club Taastrup - Arla Protein Stadion,3.0929444444444445,289.2565
Racket Club Taastrup - Arla Protein Stadion,Skibby padel,0.5433055555555556,35.9084
Skibby padel,Racket Club Taastrup - Arla Protein Stadion,0.5433055555555556,35.9084
Racket Club Taastrup - Arla Protein Stadion,Silkeborg Tennis- og Padelklub (STK),3.293694444444444,302.2432
Silkeborg Tennis- og Padelklub (STK),Racket Club Taastrup - Arla Protein Stadion,3.293694444444444,302.2432
Racket Club Taastrup - Arla Protein Stadion,Skagen Padelcenter,5.5183888888888895,510.717
Skagen Padelcenter,Racket Club Taastrup - Arla Protein Stadion,5.5183888888888895,510.717
Racket Club Taastrup - Arla Protein Stadion,PADEL 99,4.944694444444445,470.14
PADEL 99,Racket Club Taastrup - Arla Protein Stadion,4.944694444444445,470.14
Racket Club Taastrup - Arla Protein Stadion,Otterup Padel v. Skeby GF,1.9659444444444445,166.401
Otterup Padel v. Skeby GF,Racket Club Taastrup - Arla Protein Stadion,1.9659444444444445,166.401
Racket Club Taastrup - Arla Protein Stadion,SMASH Padelcenter Horsens,2.662111111111111,249.699
SMASH Padelcenter Horsens,Racket Club Taastrup - Arla Protein Stadion,2.662111111111111,249.699
Racket Club Taastrup - Arla Protein Stadion,SMASH Padelcenter Stensballe,2.8569444444444443,257.0765
SMASH Padelcenter Stensballe,Racket Club Taastrup - Arla Protein Stadion,2.8569444444444443,257.0765
Racket Club Taastrup - Arla Protein Stadion,Struer Energi Park,3.711361111111111,348.3055
Struer Energi Park,Racket Club Taastrup - Arla Protein Stadion,3.711361111111111,348.3055
Racket Club Taastrup - Arla Protein Stadion,Tangsø Outdoor Padel,3.908361111111111,359.0696
Tangsø Outdoor Padel,Racket Club Taastrup - Arla Protein Stadion,3.908361111111111,359.0696
Racket Club Taastrup - Arla Protein Stadion,Tennis Club Odense,1.7208055555555553,153.88060000000002
Tennis Club Odense,Racket Club Taastrup - Arla Protein Stadion,1.7208055555555553,153.88060000000002
Racket Club Taastrup - Arla Protein Stadion,Agerbæk SF,2.93475,269.1524
Agerbæk SF,Racket Club Taastrup - Arla Protein Stadion,2.93475,269.1524
Racket Club Taastrup - Arla Protein Stadion,Play Padel Dragør,0.4946666666666666,34.5914
Play Padel Dragør,Racket Club Taastrup - Arla Protein Stadion,0.4946666666666666,34.5914
Racket Club Taastrup - Arla Protein Stadion,Match Padel Aalborg,4.193138888888888,397.9153
Match Padel Aalborg,Racket Club Taastrup - Arla Protein Stadion,4.193138888888888,397.9153
Racket Club Taastrup - Arla Protein Stadion,Padel6100,2.727055555555556,249.065
Padel6100,Racket Club Taastrup - Arla Protein Stadion,2.727055555555556,249.065
Racket Club Taastrup - Arla Protein Stadion,PadelPadel Odense - Carlsberg Nordic Arena,1.591361111111111,144.4385
PadelPadel Odense - Carlsberg Nordic Arena,Racket Club Taastrup - Arla Protein Stadion,1.591361111111111,144.4385
Racket Club Taastrup - Arla Protein Stadion,PadelWorld Herning,3.1740555555555554,300.04470000000003
PadelWorld Herning,Racket Club Taastrup - Arla Protein Stadion,3.1740555555555554,300.04470000000003
Racket Club Taastrup - Arla Protein Stadion,The Padel Club - Espergærde,0.7186666666666667,55.198
The Padel Club - Espergærde,Racket Club Taastrup - Arla Protein Stadion,0.7186666666666667,55.198
Racket Club Taastrup - Arla Protein Stadion,Ullerslev Tennis Klub,1.503472222222222,133.3726
Ullerslev Tennis Klub,Racket Club Taastrup - Arla Protein Stadion,1.503472222222222,133.3726
Racket Club Taastrup - Arla Protein Stadion,Tisvilde Tennis og Padel,0.9256944444444444,62.6813
Tisvilde Tennis og Padel,Racket Club Taastrup - Arla Protein Stadion,0.9256944444444444,62.6813
Racket Club Taastrup - Arla Protein Stadion,WePadel,3.061638888888889,290.40040000000005
WePadel,Racket Club Taastrup - Arla Protein Stadion,3.061638888888889,290.40040000000005
Racket Club Taastrup - Arla Protein Stadion,Aalborg Padel,4.066305555555556,391.9774000000001
Aalborg Padel,Racket Club Taastrup - Arla Protein Stadion,4.066305555555556,391.9774000000001
Racket Club Taastrup - Arla Protein Stadion,Padel Lounge Odense,1.7539444444444443,152.3222
Padel Lounge Odense,Racket Club Taastrup - Arla Protein Stadion,1.7539444444444443,152.3222
Racket Club Taastrup - Arla Protein Stadion,Båring GF Padel,2.0284444444444443,187.9171
Båring GF Padel,Racket Club Taastrup - Arla Protein Stadion,2.0284444444444443,187.9171
Racket Club Taastrup - Arla Protein Stadion,Racket Club Kløver,0.5135555555555555,30.3485
Racket Club Kløver,Racket Club Taastrup - Arla Protein Stadion,0.5135555555555555,30.3485
Racket Club Taastrup - Arla Protein Stadion,Maradona Memorial Vesterbro,0.3534444444444444,20.8298
Maradona Memorial Vesterbro,Racket Club Taastrup - Arla Protein Stadion,0.3534444444444444,20.8298
Racket Club Taastrup - Arla Protein Stadion,Bredballe IF,2.474972222222222,228.2628
Bredballe IF,Racket Club Taastrup - Arla Protein Stadion,2.474972222222222,228.2628
Racket Club Taastrup - Arla Protein Stadion,Padel Yard Reffen,0.5754722222222222,28.643
Padel Yard Reffen,Racket Club Taastrup - Arla Protein Stadion,0.5754722222222222,28.643
Racket Club Taastrup - Arla Protein Stadion,Greve Padel,0.1553055555555555,7.9334
Greve Padel,Racket Club Taastrup - Arla Protein Stadion,0.1553055555555555,7.9334
Racket Club Taastrup - Arla Protein Stadion,Tuse Padel og Tennis,0.5524444444444445,46.7766
Tuse Padel og Tennis,Racket Club Taastrup - Arla Protein Stadion,0.5524444444444445,46.7766
Racket Club Taastrup - Arla Protein Stadion,Dianalund Padel Klub,0.9489444444444444,63.9061
Dianalund Padel Klub,Racket Club Taastrup - Arla Protein Stadion,0.9489444444444444,63.9061
Racket Club Taastrup - Arla Protein Stadion,EGIF Tennis & Padel,2.1332222222222224,199.7937
EGIF Tennis & Padel,Racket Club Taastrup - Arla Protein Stadion,2.1332222222222224,199.7937
Racket Club Taastrup - Arla Protein Stadion,Sport 92 Padel,3.14975,297.4956
Sport 92 Padel,Racket Club Taastrup - Arla Protein Stadion,3.14975,297.4956
Racket Club Taastrup - Arla Protein Stadion,Fredagspadel Ølstykke,0.4251666666666666,20.0461
Fredagspadel Ølstykke,Racket Club Taastrup - Arla Protein Stadion,0.4251666666666666,20.0461
Racket Club Taastrup - Arla Protein Stadion,Padel Herlev,0.2733611111111111,17.4369
Padel Herlev,Racket Club Taastrup - Arla Protein Stadion,0.2733611111111111,17.4369
Racket Club Taastrup - Arla Protein Stadion,Gedved IF Padel,2.740055555555556,256.482
Gedved IF Padel,Racket Club Taastrup - Arla Protein Stadion,2.740055555555556,256.482
Racket Club Taastrup - Arla Protein Stadion,Hammel GF Padel,3.348305555555556,306.92040000000003
Hammel GF Padel,Racket Club Taastrup - Arla Protein Stadion,3.348305555555556,306.92040000000003
Racket Club Taastrup - Arla Protein Stadion,Hammel Tennis & Padel klub,3.3381944444444445,306.6764
Hammel Tennis & Padel klub,Racket Club Taastrup - Arla Protein Stadion,3.3381944444444445,306.6764
Racket Club Taastrup - Arla Protein Stadion,Hareskov padel,0.29075,18.2855
Hareskov padel,Racket Club Taastrup - Arla Protein Stadion,0.29075,18.2855
Racket Club Taastrup - Arla Protein Stadion,Aars Tennis & Padel,4.241861111111112,393.5115
Aars Tennis & Padel,Racket Club Taastrup - Arla Protein Stadion,4.241861111111112,393.5115
Racket Club Taastrup - Arla Protein Stadion,HimmerLand,4.241861111111112,393.5115
HimmerLand,Racket Club Taastrup - Arla Protein Stadion,4.241861111111112,393.5115
Racket Club Taastrup - Arla Protein Stadion,Ishøj Tennis & Padel Klub,0.2147777777777778,11.7143
Ishøj Tennis & Padel Klub,Racket Club Taastrup - Arla Protein Stadion,0.2147777777777778,11.7143
Racket Club Taastrup - Arla Protein Stadion,Jyllinge Tennis & Padel klub,0.40575,18.8077
Jyllinge Tennis & Padel klub,Racket Club Taastrup - Arla Protein Stadion,0.40575,18.8077
Racket Club Taastrup - Arla Protein Stadion,Karlslunde Padel,0.2869722222222222,18.4156
Karlslunde Padel,Racket Club Taastrup - Arla Protein Stadion,0.2869722222222222,18.4156
Racket Club Taastrup - Arla Protein Stadion,LKB Gistrup,4.249611111111111,404.7755
LKB Gistrup,Racket Club Taastrup - Arla Protein Stadion,4.249611111111111,404.7755
Racket Club Taastrup - Arla Protein Stadion,Padel Fusion,4.166027777777778,401.682
Padel Fusion,Racket Club Taastrup - Arla Protein Stadion,4.166027777777778,401.682
Racket Club Taastrup - Arla Protein Stadion,Nyborg Padel,1.3206944444444444,120.5221
Nyborg Padel,Racket Club Taastrup - Arla Protein Stadion,1.3206944444444444,120.5221
Racket Club Taastrup - Arla Protein Stadion,Nykøbing F. Padelklub,1.3414444444444444,117.1576
Nykøbing F. Padelklub,Racket Club Taastrup - Arla Protein Stadion,1.3414444444444444,117.1576
Racket Club Taastrup - Arla Protein Stadion,Østhimmerlands Padel,4.280333333333333,371.6756
Østhimmerlands Padel,Racket Club Taastrup - Arla Protein Stadion,4.280333333333333,371.6756
Racket Club Taastrup - Arla Protein Stadion,Padel Forening Thy,4.805972222222223,408.4416
Padel Forening Thy,Racket Club Taastrup - Arla Protein Stadion,4.805972222222223,408.4416
Racket Club Taastrup - Arla Protein Stadion,Padel Danmark - Herlev,0.4283611111111111,30.0617
